date,population,status,exceedance
2026-01-30T11:00:00,23.699,P,N
2026-01-30T12:00:00,41.261,P,N
2026-01-30T13:00:00,41.411,P,N
2026-01-30T14:00:00,46.799,P,N
2026-01-30T15:00:00,52.886,P,N
2026-01-30T16:00:00,51.140,P,N
2026-01-30T17:00:00,53.086,P,N
2026-01-30T18:00:00,50.691,P,N
2026-01-30T19:00:00,55.780,P,N
2026-01-30T20:00:00,54.283,P,N
2026-01-30T21:00:00,51.788,P,N
2026-01-30T22:00:00,74.739,P,N
2026-01-30T23:00:00,75.487,P,N
2026-01-31T00:00:00,74.240,P,N
2026-01-31T01:00:00,75.437,P,N
2026-01-31T02:00:00,72.793,P,N
2026-01-31T03:00:00,67.455,P,N
2026-01-31T04:00:00,64.361,P,N
2026-01-31T05:00:00,61.118,P,N
2026-01-31T06:00:00,49.493,P,N
2026-01-31T07:00:00,40.962,P,N
2026-01-31T08:00:00,43.656,P,N
2026-01-31T09:00:00,44.803,P,N
2026-01-31T10:00:00,52.936,P,N
2026-01-31T11:00:00,53.086,P,N
