date,population,status,exceedance
01/01/2025,17.0,V,N
02/01/2025,46.0,V,N
03/01/2025,45.0,V,N
04/01/2025,42.0,V,N
05/01/2025,26.0,V,N
06/01/2025,27.0,V,N
07/01/2025,37.0,V,N
08/01/2025,64.0,V,N
09/01/2025,63.0,V,N
10/01/2025,72.0,V,N
11/01/2025,75.0,V,N
12/01/2025,52.0,V,N
13/01/2025,32.0,V,N
14/01/2025,48.0,V,N
15/01/2025,52.0,V,N
16/01/2025,41.0,V,N
17/01/2025,39.0,V,N
18/01/2025,33.0,V,N
19/01/2025,37.0,V,N
20/01/2025,47.0,V,N
21/01/2025,49.0,V,N
22/01/2025,62.0,V,N
23/01/2025,42.0,V,N
24/01/2025,21.0,V,N
25/01/2025,41.0,V,N
26/01/2025,24.0,V,N
27/01/2025,28.0,V,N
28/01/2025,35.0,V,N
29/01/2025,46.0,V,N
30/01/2025,51.0,V,N
31/01/2025,39.0,V,N
01/02/2025,41.0,V,N
02/02/2025,30.0,V,N
03/02/2025,41.0,V,N
04/02/2025,28.0,V,N
05/02/2025,56.0,V,N
06/02/2025,44.0,V,N
07/02/2025,15.0,V,N
08/02/2025,22.0,V,N
09/02/2025,16.0,V,N
10/02/2025,16.0,V,N
11/02/2025,27.0,V,N
12/02/2025,30.0,V,N
13/02/2025,20.0,V,N
14/02/2025,30.0,V,N
15/02/2025,36.0,V,N
16/02/2025,24.0,V,N
17/02/2025,32.0,V,N
18/02/2025,35.0,V,N
19/02/2025,42.0,V,N
20/02/2025,27.0,V,N
21/02/2025,26.0,V,N
22/02/2025,41.0,V,N
23/02/2025,18.0,V,N
24/02/2025,32.0,V,N
25/02/2025,39.0,V,N
26/02/2025,34.0,V,N
27/02/2025,35.0,V,N
28/02/2025,57.0,V,N
01/03/2025,57.0,V,N
02/03/2025,57.0,V,N
03/03/2025,63.0,V,N
04/03/2025,58.0,V,N
05/03/2025,50.0,V,N
06/03/2025,53.0,V,N
07/03/2025,37.0,V,N
08/03/2025,40.0,V,N
09/03/2025,34.0,V,N
10/03/2025,30.0,V,N
11/03/2025,25.0,V,N
12/03/2025,40.0,V,N
13/03/2025,42.0,V,N
14/03/2025,37.0,V,N
15/03/2025,23.0,V,N
16/03/2025,25.0,V,N
17/03/2025,16.0,V,N
18/03/2025,27.0,V,N
19/03/2025,61.0,V,N
